IN-FLIGHT	1	ok-1	CHANNEL.md
NO-OWNER	2	none	CLAUDE.md
IN-FLIGHT	198	AGENT-2	HANDOFF.AGENT-2.md
IN-FLIGHT	240	ok-1	HANDOFF.ok-1.md
NO-OWNER	0	none	STOP
IN-FLIGHT	0	ok-1	WORK_QUEUE.md
IN-FLIGHT	153	ATTACKER-1	bringup.sh
IN-FLIGHT	844	AGENT-1	corpus/graph.tsv
IN-FLIGHT	45	AGENT-1	loop_AGENT-1.log
NO-OWNER	16	none	loop_AGENT-2.log
STRANDED	1360	AGENT-1	spikes/G32_isurp_baseline/RUN.txt
STRANDED	1354	AGENT-1	spikes/G32_isurp_baseline/isurp.py
STRANDED	1075	AGENT-1	spikes/H73_gate_scope/gate_scope.json
STRANDED	1075	AGENT-1	spikes/H77_demo8/attack.json
IN-FLIGHT	2	ATTACKER-1	spikes/H78_selfcheck_wiring/check.sh
STRANDED	1184	AGENT-1	spikes/M1_7_transport/result.json
NO-OWNER	1164	none	spikes/M1_8_quorum3/RESULT.md
NO-OWNER	1164	none	spikes/M1_8_quorum3/provenance.json
STRANDED	1183	AGENT-1	spikes/M1_8_quorum3/q3.py
STRANDED	1164	AGENT-1	spikes/M1_8_quorum3/result.json
STRANDED	1166	AGENT-1	spikes/M1_8_quorum3/run/host-a/out/j0000.env
STRANDED	1166	AGENT-1	spikes/M1_8_quorum3/run/host-a/out/j0001.env
STRANDED	1166	AGENT-1	spikes/M1_8_quorum3/run/host-a/out/j0002.env
STRANDED	1166	AGENT-1	spikes/M1_8_quorum3/run/host-a/out/j0003.env
NO-OWNER	1166	none	spikes/M1_8_quorum3/run/host-a/out/j0004.env
STRANDED	1166	AGENT-1	spikes/M1_8_quorum3/run/host-a/out/j0005.env
STRANDED	1166	AGENT-1	spikes/M1_8_quorum3/run/host-a/out/j0006.env
STRANDED	1166	AGENT-1	spikes/M1_8_quorum3/run/host-a/out/j0008.env
STRANDED	1166	AGENT-1	spikes/M1_8_quorum3/run/host-a/out/j0009.env
STRANDED	1166	AGENT-1	spikes/M1_8_quorum3/run/host-a/out/j0010.env
STRANDED	1166	AGENT-1	spikes/M1_8_quorum3/run/host-a/out/j0011.env
STRANDED	1166	AGENT-1	spikes/M1_8_quorum3/run/host-a/out/j0012.env
STRANDED	1166	AGENT-1	spikes/M1_8_quorum3/run/host-a/out/j0013.env
STRANDED	1166	AGENT-1	spikes/M1_8_quorum3/run/host-a/out/j0014.env
STRANDED	1166	AGENT-1	spikes/M1_8_quorum3/run/host-a/out/j0015.env
STRANDED	1166	AGENT-1	spikes/M1_8_quorum3/run/host-a/out/j0016.env
STRANDED	1166	AGENT-1	spikes/M1_8_quorum3/run/host-a/out/j0017.env
NO-OWNER	1166	none	spikes/M1_8_quorum3/run/host-a/out/j0018.env
STRANDED	1166	AGENT-1	spikes/M1_8_quorum3/run/host-a/out/j0019.env
NO-OWNER	1166	none	spikes/M1_8_quorum3/run/host-a/out/j0020.env
STRANDED	1166	AGENT-1	spikes/M1_8_quorum3/run/host-a/out/j0021.env
STRANDED	1166	AGENT-1	spikes/M1_8_quorum3/run/host-a/out/j0022.env
STRANDED	1166	AGENT-1	spikes/M1_8_quorum3/run/host-a/out/j0023.env
STRANDED	1166	AGENT-1	spikes/M1_8_quorum3/run/host-a/out/j0024.env
STRANDED	1166	AGENT-1	spikes/M1_8_quorum3/run/host-a/out/j0025.env
STRANDED	1166	AGENT-1	spikes/M1_8_quorum3/run/host-a/out/j0026.env
STRANDED	1166	AGENT-1	spikes/M1_8_quorum3/run/host-a/out/j0027.env
STRANDED	1166	AGENT-1	spikes/M1_8_quorum3/run/host-a/out/j0028.env
STRANDED	1166	AGENT-1	spikes/M1_8_quorum3/run/host-a/out/j0029.env
STRANDED	1166	AGENT-1	spikes/M1_8_quorum3/run/host-a/out/j0030.env
STRANDED	1166	AGENT-1	spikes/M1_8_quorum3/run/host-a/out/j0031.env
STRANDED	1166	AGENT-1	spikes/M1_8_quorum3/run/host-a/out/j0032.env
STRANDED	1166	AGENT-1	spikes/M1_8_quorum3/run/host-a/out/j0033.env
STRANDED	1166	AGENT-1	spikes/M1_8_quorum3/run/host-a/out/j0034.env
STRANDED	1166	AGENT-1	spikes/M1_8_quorum3/run/host-a/out/j0035.env
STRANDED	1166	AGENT-1	spikes/M1_8_quorum3/run/host-a/out/j0036.env
STRANDED	1166	AGENT-1	spikes/M1_8_quorum3/run/host-a/out/j0037.env
STRANDED	1166	AGENT-1	spikes/M1_8_quorum3/run/host-a/out/j0038.env
STRANDED	1166	AGENT-1	spikes/M1_8_quorum3/run/host-a/out/j0039.env
STRANDED	1166	AGENT-1	spikes/M1_8_quorum3/run/host-a/out/j0040.env
STRANDED	1166	AGENT-1	spikes/M1_8_quorum3/run/host-a/out/j0041.env
STRANDED	1166	AGENT-1	spikes/M1_8_quorum3/run/host-a/out/j0042.env
STRANDED	1166	AGENT-1	spikes/M1_8_quorum3/run/host-a/out/j0043.env
STRANDED	1166	AGENT-1	spikes/M1_8_quorum3/run/host-a/out/j0044.env
STRANDED	1166	AGENT-1	spikes/M1_8_quorum3/run/host-a/out/j0045.env
STRANDED	1166	AGENT-1	spikes/M1_8_quorum3/run/host-a/out/j0046.env
STRANDED	1166	AGENT-1	spikes/M1_8_quorum3/run/host-a/out/j0047.env
STRANDED	1166	AGENT-1	spikes/M1_8_quorum3/run/host-a/out/j0048.env
STRANDED	1166	AGENT-1	spikes/M1_8_quorum3/run/host-a/out/j0049.env
STRANDED	1166	AGENT-1	spikes/M1_8_quorum3/run/host-a/out/j0050.env
STRANDED	1166	AGENT-1	spikes/M1_8_quorum3/run/host-a/out/j0051.env
STRANDED	1166	AGENT-1	spikes/M1_8_quorum3/run/host-a/out/j0052.env
STRANDED	1166	AGENT-1	spikes/M1_8_quorum3/run/host-a/out/j0053.env
STRANDED	1166	AGENT-1	spikes/M1_8_quorum3/run/host-a/out/j0054.env
STRANDED	1166	AGENT-1	spikes/M1_8_quorum3/run/host-a/out/j0055.env
NO-OWNER	1166	none	spikes/M1_8_quorum3/run/host-a/out/j0056.env
STRANDED	1166	AGENT-1	spikes/M1_8_quorum3/run/host-a/out/j0057.env
STRANDED	1166	AGENT-1	spikes/M1_8_quorum3/run/host-a/out/j0058.env
STRANDED	1166	AGENT-1	spikes/M1_8_quorum3/run/host-a/out/j0059.env
STRANDED	1166	AGENT-1	spikes/M1_8_quorum3/run/host-a/out/j0060.env
